Rank,Release Group,Worldwide,Domestic,%,Foreign,%
346,Bleach the Movie: Hell Verse 2010 Re-release,"$6,488,991",-,-,"$6,488,991",100%
347,Waiting for Superman,"$6,433,688","$6,417,135",99.7%,"$16,553",0.3%
348,Greenberg,"$6,344,112","$4,234,170",66.7%,"$2,109,942",33.3%
349,Railways,"$6,343,854",-,-,"$6,343,854",100%
350,He's on Duty,"$6,313,107",-,-,"$6,313,107",100%
351,Metal Fight Bay Blade the Movie & Duel Masters 2010,"$6,260,631",-,-,"$6,260,631",100%
352,Police Dog Dream,"$6,174,380",-,-,"$6,174,380",100%
353,Life Is a Wonderful Thing,"$6,161,728",-,-,"$6,161,728",100%
354,Four Lions,"$6,148,687","$304,616",5%,"$5,844,071",95%
355,Happy Family,"$6,111,219",-,-,"$6,111,219",100%
356,Beautiful Lies,"$6,054,202",-,-,"$6,054,202",100%
357,The Illusionist,"$6,007,194","$2,231,474",37.1%,"$3,775,720",62.9%
358,Parallel Life,"$5,976,223",-,-,"$5,976,223",100%
359,My Father's Guests,"$5,902,718",-,-,"$5,902,718",100%
360,Young Goethe in Love,"$5,826,565","$162,138",2.8%,"$5,664,427",97.2%
361,Beyond,"$5,796,679",-,-,"$5,796,679",100%
362,Santa's Apprentice,"$5,705,323",-,-,"$5,705,323",100%
363,Action Replayy,"$5,702,135",-,-,"$5,702,135",100%
364,The Kings of Mykonos,"$5,696,661",-,-,"$5,696,661",100%
365,Superheroes,"$5,692,116",-,-,"$5,692,116",100%
366,Balls,"$5,674,287",-,-,"$5,674,287",100%
367,Mother and Child,"$5,621,971","$1,110,509",19.8%,"$4,511,462",80.2%
368,Solitary Man,"$5,615,390","$4,360,548",77.7%,"$1,254,842",22.3%
369,The Clink of Ice,"$5,549,266",-,-,"$5,549,266",100%
370,The Lightning Tree,"$5,486,106",-,-,"$5,486,106",100%
371,The Solitude of Prime Numbers,"$5,471,143",-,-,"$5,471,143",100%
372,The Negotiator: The Movie,"$5,429,651",-,-,"$5,429,651",100%
373,Groupies bleiben nicht zum Frühstück,"$5,428,839",-,-,"$5,428,839",100%
374,Ghosts of the Abyss 2010 Re-release,"$5,428,537",-,-,"$5,428,537",100%
375,Atithi Tum Kab Jaoge?,"$5,426,118",-,-,"$5,426,118",100%
376,Exit Through the Gift Shop,"$5,386,242","$3,291,250",61.1%,"$2,094,992",38.9%
377,Kray,"$5,380,142",-,-,"$5,380,142",100%
378,Time You Change,"$5,372,702",-,-,"$5,372,702",100%
379,Trollhunter,"$5,341,098","$253,444",4.7%,"$5,087,654",95.3%
380,Kajínek,"$5,287,130",-,-,"$5,287,130",100%
381,A Lone Scalpel,"$5,261,123",-,-,"$5,261,123",100%
382,Tucker and Dale vs Evil,"$5,224,938","$223,838",4.3%,"$5,001,100",95.7%
383,The Outlaw,"$5,207,679",-,-,"$5,207,679",100%
384,Death Bell 2: Bloody Camp,"$5,198,289",-,-,"$5,198,289",100%
385,Schuks Tshabalala's Survival Guide to South Africa,"$5,194,418",-,-,"$5,194,418",100%
386,Little Big Soldier,"$5,186,427",-,-,"$5,186,427",100%
387,War of Love,"$5,179,068",-,-,"$5,179,068",100%
388,Rabbit Hole,"$5,140,925","$2,229,058",43.4%,"$2,911,867",56.6%
389,Don Quixote,"$5,132,495",-,-,"$5,132,495",100%
390,Where? Wolf?,"$5,073,304",-,-,"$5,073,304",100%
391,Twigson Ties the Knot,"$5,070,457",-,-,"$5,070,457",100%
392,Monsters,"$5,060,438","$237,301",4.7%,"$4,823,137",95.3%
393,The Crocodiles Strike Back,"$5,050,298",-,-,"$5,050,298",100%
394,Father of Four,"$5,004,233",-,-,"$5,004,233",100%
395,Beloved,"$4,958,162",-,-,"$4,958,162",100%
396,Loft,"$4,956,709",-,-,"$4,956,709",100%
397,Samurai Sentai Shinkenger vs. Go-onger Ginmaku Bang!,"$4,948,599",-,-,"$4,948,599",100%
398,The Hairdresser,"$4,934,394",-,-,"$4,934,394",100%
399,Sword of Desperation,"$4,912,296",-,-,"$4,912,296",100%
400,Love & Slaps,"$4,901,585",-,-,"$4,901,585",100%
401,Midnight Beating,"$4,866,623",-,-,"$4,866,623",100%
402,Solanin,"$4,856,427",-,-,"$4,856,427",100%
403,The Happy Housewife,"$4,800,327",-,-,"$4,800,327",100%
404,The Olsen Gang Gets Polished,"$4,794,857",-,-,"$4,794,857",100%
405,Burke and Hare,"$4,791,599","$4,833",0.1%,"$4,786,766",99.9%
406,Dragon Trap,"$4,780,084",-,-,"$4,780,084",100%
407,Weddings and Other Disasters,"$4,769,415",-,-,"$4,769,415",100%
408,Lapland Odyssey,"$4,762,640",-,-,"$4,762,640",100%
409,Adventure of the King,"$4,718,965",-,-,"$4,718,965",100%
410,The Runaways,"$4,681,651","$3,573,673",76.3%,"$1,107,978",23.7%
411,Kamen Rider Super Den-O Trilogy: Episode Yellow - Treasure de End Pirates,"$4,644,007",-,-,"$4,644,007",100%
412,Attack the Gas Station! 2,"$4,634,087",-,-,"$4,634,087",100%
413,Basilicata Coast to Coast,"$4,628,041",-,-,"$4,628,041",100%
414,With Love... from the Age of Reason,"$4,622,492",-,-,"$4,622,492",100%
415,La nostra vita,"$4,587,535",-,-,"$4,587,535",100%
416,Fortress of War,"$4,569,371",-,-,"$4,569,371",100%
417,Devil's Kickers,"$4,569,228",-,-,"$4,569,228",100%
418,Box!,"$4,540,767",-,-,"$4,540,767",100%
419,A Spot of Bother,"$4,539,618",-,-,"$4,539,618",100%
420,Bandage,"$4,489,883",-,-,"$4,489,883",100%
421,Donnant donnant,"$4,478,102",-,-,"$4,478,102",100%
422,Sharm el Sheikh - Un'estate indimenticabile,"$4,427,419",-,-,"$4,427,419",100%
423,Kuan Mun Ho,"$4,419,338",-,-,"$4,419,338",100%
424,Frits en Freddy,"$4,419,099",-,-,"$4,419,099",100%
425,Ironiya lyubvi,"$4,364,929",-,-,"$4,364,929",100%
426,King of Devil's Island,"$4,360,391","$7,615",0.2%,"$4,352,776",99.8%
427,Space Chimps 2: Zartog Strikes Back,"$4,324,969",-,-,"$4,324,969",100%
428,Please Give,"$4,313,829","$4,033,574",93.5%,"$280,255",6.5%
429,Ultraman Zero: The Revenge of Belial,"$4,295,855",-,-,"$4,295,855",100%
430,Kamen Rider Super Den-O Trilogy: Episode Blue - The Dispatched Imagin is Newtral,"$4,255,461",-,-,"$4,255,461",100%
431,Flowers,"$4,250,257",-,-,"$4,250,257",100%
432,Monga,"$4,244,379",-,-,"$4,244,379",100%
433,Among Wolves,"$4,237,021",-,-,"$4,237,021",100%
434,Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle,"$4,224,455",-,-,"$4,224,455",100%
435,My Gangster Girlfriend,"$4,214,668",-,-,"$4,214,668",100%
436,Lafangey Parindey,"$4,208,009",-,-,"$4,208,009",100%
437,Sudkate Salateped,"$4,164,003",-,-,"$4,164,003",100%
438,Romantik Komedi,"$4,155,173",-,-,"$4,155,173",100%
439,Imogène McCarthery,"$4,151,851",-,-,"$4,151,851",100%
440,The Whistler,"$4,149,016",-,-,"$4,149,016",100%
441,Zot van A.,"$4,145,696",-,-,"$4,145,696",100%
442,The Fallen Angel,"$4,122,770",-,-,"$4,122,770",100%
443,Ishqiya,"$4,122,090",-,-,"$4,122,090",100%
444,Carancho,"$4,120,012","$85,526",2.1%,"$4,034,486",97.9%
445,I Love Karditsa,"$4,100,754",-,-,"$4,100,754",100%
446,Pièce montée,"$4,090,851",-,-,"$4,090,851",100%
447,Rare Exports,"$4,087,363","$236,347",5.8%,"$3,851,016",94.2%
448,The Killer Inside Me,"$4,050,140","$217,277",5.4%,"$3,832,863",94.6%
449,Les meilleurs amis du monde,"$4,023,499",-,-,"$4,023,499",100%
450,Heart is... 2,"$4,011,423",-,-,"$4,011,423",100%
451,Randka w ciemno,"$4,007,842",-,-,"$4,007,842",100%
452,Confucius,"$3,990,786",-,-,"$3,990,786",100%
453,Dik Trom,"$3,976,432",-,-,"$3,976,432",100%
454,Sniadanie do lózka,"$3,965,979",-,-,"$3,965,979",100%
455,Break Ke Baad,"$3,954,699","$427,628",10.8%,"$3,527,071",89.2%
456,The Zero Hour,"$3,947,360",-,-,"$3,947,360",100%
457,Colourful,"$3,897,204",-,-,"$3,897,204",100%
458,Enthiran,"$3,889,511",-,-,"$3,889,511",100%
459,The Perfect Game,"$3,878,993","$1,037,071",26.7%,"$2,841,922",73.3%
460,The Child's Eye,"$3,858,231",-,-,"$3,858,231",100%
461,"Lula, the Son of Brazil","$3,849,080",-,-,"$3,849,080",100%
462,Frozen,"$3,843,774","$246,176",6.4%,"$3,597,598",93.6%
463,Thriller Restaurant the Movie,"$3,835,087",-,-,"$3,835,087",100%
464,The Worst Week of My Life,"$3,825,937",-,-,"$3,825,937",100%
465,To Save a Life,"$3,824,868","$3,777,210",98.8%,"$47,658",1.2%
466,Rock It!,"$3,816,531",-,-,"$3,816,531",100%
467,Happy Killers,"$3,807,894",-,-,"$3,807,894",100%
468,Protéger & servir,"$3,807,808",-,-,"$3,807,808",100%
469,Miracle Girls: Neva-da Stop Dreaming,"$3,796,198",-,-,"$3,796,198",100%
470,14 Blades,"$3,787,100",-,-,"$3,787,100",100%
471,Small World,"$3,786,465",-,-,"$3,786,465",100%
472,Black Bread,"$3,770,657",-,-,"$3,770,657",100%
473,Nokas,"$3,768,106",-,-,"$3,768,106",100%
474,Sint,"$3,763,462",-,-,"$3,763,462",100%
475,The Quiz Show Scandal,"$3,746,294",-,-,"$3,746,294",100%
476,Curse of the Deserted,"$3,718,710",-,-,"$3,718,710",100%
477,Villain and Widow,"$3,692,494",-,-,"$3,692,494",100%
478,Igualita a mi,"$3,692,332",-,-,"$3,692,332",100%
479,Zatoichi: The Last,"$3,680,822",-,-,"$3,680,822",100%
480,Prince,"$3,666,529",-,-,"$3,666,529",100%
481,Love Crime,"$3,663,918","$539,792",14.7%,"$3,124,126",85.3%
482,13,"$3,645,312",-,-,"$3,645,312",100%
483,Comme les cinq doigts de la main,"$3,630,481",-,-,"$3,630,481",100%
484,Karthik Calling Karthik,"$3,627,172","$286,409",7.9%,"$3,340,763",92.1%
485,The Last Circus,"$3,604,598","$40,548",1.1%,"$3,564,050",98.9%
486,Sunshine Ahead,"$3,571,502",-,-,"$3,571,502",100%
487,Cheburashka,"$3,565,391",-,-,"$3,565,391",100%
488,Román pro muze,"$3,553,389",-,-,"$3,553,389",100%
489,Catfish,"$3,533,711","$3,237,343",91.6%,"$296,368",8.4%
490,Cornelis,"$3,529,380",-,-,"$3,529,380",100%
491,Things from Another World,"$3,522,561",-,-,"$3,522,561",100%
492,Dersimiz: Atatürk,"$3,509,670",-,-,"$3,509,670",100%
493,Wild Target,"$3,494,154","$108,589",3.1%,"$3,385,565",96.9%
494,3,"$3,484,446","$59,954",1.7%,"$3,424,492",98.3%
495,On Tour,"$3,482,340",-,-,"$3,482,340",100%
496,Hors la loi,"$3,470,487","$96,933",2.8%,"$3,373,554",97.2%
497,Simple Simon,"$3,462,611",-,-,"$3,462,611",100%
498,Young Bruce Lee,"$3,447,642",-,-,"$3,447,642",100%
499,Beneath Hill 60,"$3,440,939",-,-,"$3,440,939",100%
500,True Legend,"$3,405,482",-,-,"$3,405,482",100%
501,"All's Well, Ends Well 2010","$3,369,236",-,-,"$3,369,236",100%
502,La passione di Laura,"$3,327,665",-,-,"$3,327,665",100%
503,My Amnesia Girl,"$3,288,330",-,-,"$3,288,330",100%
504,Perfect Wedding,"$3,258,985",-,-,"$3,258,985",100%
505,Identity Card,"$3,239,812",-,-,"$3,239,812",100%
506,Exorcismus,"$3,239,065",-,-,"$3,239,065",100%
507,The End Is My Beginning,"$3,230,509",-,-,"$3,230,509",100%
508,6 Souls,"$3,205,167",-,-,"$3,205,167",100%
509,2001: A Space Odyssey 2010 Re-release,"$3,194,649",-,-,"$3,194,649",100%
510,Ricky Rapper and the Bicycle Thief,"$3,185,880",-,-,"$3,185,880",100%
511,Miss You Like Crazy,"$3,183,529",-,-,"$3,183,529",100%
512,Freche Mädchen 2,"$3,181,131",-,-,"$3,181,131",100%
513,Lost in Panic Room,"$3,171,129",-,-,"$3,171,129",100%
514,My Sister's Kids in Jutland,"$3,123,355",-,-,"$3,123,355",100%
515,Romantic Debtors,"$3,121,099",-,-,"$3,121,099",100%
516,Echoes of the Rainbow,"$3,106,414",-,-,"$3,106,414",100%
517,Saru Lock the Movie,"$3,101,844",-,-,"$3,101,844",100%
518,Come Undone,"$3,101,465","$10,035",0.3%,"$3,091,430",99.7%
519,Hidalgo - La historia jamás contada.,"$3,077,143",-,-,"$3,077,143",100%
520,Princess,"$3,071,782",-,-,"$3,071,782",100%
521,Honeybee Hutch,"$3,025,283",-,-,"$3,025,283",100%
522,Dabangg,"$2,942,554","$1,288,549",43.8%,"$1,654,005",56.2%
523,Joan Rivers: A Piece of Work,"$2,930,687","$2,930,687",100%,-,-
524,Behind Blue Skies,"$2,921,178",-,-,"$2,921,178",100%
525,Mega Mindy en het zwarte kristal,"$2,916,442",-,-,"$2,916,442",100%
526,Letters to God,"$2,908,893","$2,848,578",97.9%,"$60,315",2.1%
527,The Youngest Son,"$2,882,097",-,-,"$2,882,097",100%
528,Le Grand Chef 2: Kimchi Battle,"$2,877,959",-,-,"$2,877,959",100%
529,A Long Visit,"$2,852,034",-,-,"$2,852,034",100%
530,The Infidel,"$2,817,080",-,-,"$2,817,080",100%
531,Unresolved Sexual Tension,"$2,797,434",-,-,"$2,797,434",100%
532,Hier kommt Lola,"$2,779,284",-,-,"$2,779,284",100%
533,My Sassy Girl 2,"$2,776,022",-,-,"$2,776,022",100%
534,The Legend Is Born: Ip Man,"$2,708,867",-,-,"$2,708,867",100%
535,Abel,"$2,706,679",-,-,"$2,706,679",100%
536,Paper Birds,"$2,693,223",-,-,"$2,693,223",100%
537,Together Is Too Much,"$2,685,899",-,-,"$2,685,899",100%
538,A Little Thing Called Love,"$2,659,443",-,-,"$2,659,443",100%
539,Twelve,"$2,648,195","$183,920",6.9%,"$2,464,275",93.1%
540,Petrang kabayo,"$2,647,739",-,-,"$2,647,739",100%
541,A Good Husband,"$2,637,844",-,-,"$2,637,844",100%
542,Yu-Gi-Oh! Bonds Beyond Time,"$2,631,615",-,-,"$2,631,615",100%
543,Soreike! Anpanman: Brakkunôzu to mahou no uta,"$2,608,812",-,-,"$2,608,812",100%
544,N-Secure,"$2,595,644","$2,595,644",100%,-,-
545,Nanga Parbat,"$2,593,419",-,-,"$2,593,419",100%
546,Surely Someday,"$2,565,396",-,-,"$2,565,396",100%
547,The Voice,"$2,545,050",-,-,"$2,545,050",100%
548,Here Comes the Bride,"$2,538,106",-,-,"$2,538,106",100%
549,Poetry,"$2,533,089","$356,149",14.1%,"$2,176,940",85.9%
550,Cairo Time,"$2,477,315","$1,603,616",64.7%,"$873,699",35.3%
551,Magical Girl Lyrical Nanoha the Movie 1st,"$2,473,891",-,-,"$2,473,891",100%
552,Fuchsia the Mini-Witch,"$2,464,092",-,-,"$2,464,092",100%
553,The Tree,"$2,450,045","$71,158",2.9%,"$2,378,887",97.1%
554,Cold Prey III,"$2,439,448",-,-,"$2,439,448",100%
555,Ti presento un amico,"$2,433,357",-,-,"$2,433,357",100%
556,Aakrosh,"$2,424,574",-,-,"$2,424,574",100%
557,After.Life,"$2,422,634","$108,595",4.5%,"$2,314,039",95.5%
558,We Are the Night,"$2,385,730",-,-,"$2,385,730",100%
559,Twilight/New Moon,"$2,385,237","$2,385,237",100%,-,-
560,Back to the Future Part II 2010 Re-release,"$2,382,708",-,-,"$2,382,708",100%
561,Spud,"$2,371,544",-,-,"$2,371,544",100%
562,Chico & Rita,"$2,347,919","$350,524",14.9%,"$1,997,395",85.1%
563,Jerry Cotton,"$2,343,548",-,-,"$2,343,548",100%
564,Housefull,"$2,340,550","$1,183,658",50.6%,"$1,156,892",49.4%
565,Ong-bak 3,"$2,340,516","$14,890",0.6%,"$2,325,626",99.4%
566,Brother and Sister,"$2,332,534",-,-,"$2,332,534",100%
567,Cemetery Junction,"$2,328,877",-,-,"$2,328,877",100%
568,Tiger Team: The Mountain of the 1000 Dragons,"$2,327,924",-,-,"$2,327,924",100%
569,Shaapit: The Cursed,"$2,316,497",-,-,"$2,316,497",100%
570,Coursier,"$2,314,305",-,-,"$2,314,305",100%
571,Hooked 2: Next Level,"$2,298,594",-,-,"$2,298,594",100%
572,"Sergeant Keroro the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island De Arimasu!!","$2,263,266",-,-,"$2,263,266",100%
573,Bleach the Movie: Hell Verse,"$2,260,690",-,-,"$2,260,690",100%
574,"Don't Cry for Me, Sudan","$2,248,561",-,-,"$2,248,561",100%
575,Draquila - L'Italia che trema,"$2,237,507",-,-,"$2,237,507",100%
576,Sinterklaas en het pakjesmysterie,"$2,227,113",-,-,"$2,227,113",100%
577,Te presento a Laura,"$2,206,942",-,-,"$2,206,942",100%
578,You to Me Are Everything,"$2,203,119",-,-,"$2,203,119",100%
579,The Unintentional Kidnapping of Mrs. Elfriede Ott,"$2,196,166",-,-,"$2,196,166",100%
580,Montevideo: Taste of a Dream,"$2,192,931",-,-,"$2,192,931",100%
581,Esrefpasalilar,"$2,192,706",-,-,"$2,192,706",100%
582,Na izmene,"$2,192,575",-,-,"$2,192,575",100%
583,Kimi ga odoru natsu,"$2,186,542",-,-,"$2,186,542",100%
584,The Island,"$2,177,406",-,-,"$2,177,406",100%
585,"Babe, I Love You","$2,168,605",-,-,"$2,168,605",100%
586,Gaturro,"$2,157,668",-,-,"$2,157,668",100%
587,A Quiet Life,"$2,135,121",-,-,"$2,135,121",100%
588,Matataki,"$2,124,848",-,-,"$2,124,848",100%
589,Olsenbanden jr. Mestertyvens skatt,"$2,124,685",-,-,"$2,124,685",100%
590,We Believed,"$2,124,145",-,-,"$2,124,145",100%
591,Adnan Semp-It,"$2,108,040",-,-,"$2,108,040",100%
592,Unlikely Revolutionaries,"$2,104,909",-,-,"$2,104,909",100%
593,Saranae Siblor,"$2,084,293",-,-,"$2,084,293",100%
594,A Cat in Paris,"$2,080,634","$309,973",14.9%,"$1,770,661",85.1%
595,Golmaal 3,"$2,067,671","$1,132,192",54.8%,"$935,479",45.2%
596,Julia's Disappearance,"$2,050,945",-,-,"$2,050,945",100%
597,The Jade and the Pearl,"$2,039,827",-,-,"$2,039,827",100%
598,Neds,"$2,019,693",-,-,"$2,019,693",100%
599,Armadillo,"$2,018,685","$14,566",0.7%,"$2,004,119",99.3%
600,A Barefoot Dream,"$2,000,972",-,-,"$2,000,972",100%
601,"Tukky, jaoying khaai gop","$2,000,227",-,-,"$2,000,227",100%
602,I Love You Too,"$1,980,411",-,-,"$1,980,411",100%
603,Ziteitai pseftis,"$1,977,642",-,-,"$1,977,642",100%
604,"A Date with Luyu: Tian xia di yi cun. Hua xi cun, Shu ji Wu Renbao","$1,960,664",-,-,"$1,960,664",100%
605,Color Me Love,"$1,960,533",-,-,"$1,960,533",100%
606,Liefling,"$1,938,655",-,-,"$1,938,655",100%
607,Doktor od jezera hrochu,"$1,929,575",-,-,"$1,929,575",100%
608,Flying Pigs,"$1,898,456",-,-,"$1,898,456",100%
609,The Dinner Club,"$1,896,467",-,-,"$1,896,467",100%
610,Mission London,"$1,891,264",-,-,"$1,891,264",100%
611,The Man Who Will Come,"$1,877,452",-,-,"$1,877,452",100%
612,The Devil's Flower,"$1,865,696",-,-,"$1,865,696",100%
613,Korea 1%,"$1,863,930",-,-,"$1,863,930",100%
614,Saraba itoshi no daitôryô,"$1,856,488",-,-,"$1,856,488",100%
615,Trick,"$1,849,612",-,-,"$1,849,612",100%
616,Parterapi,"$1,839,532",-,-,"$1,839,532",100%
617,The Alien Girl,"$1,837,466",-,-,"$1,837,466",100%
618,A Somewhat Gentle Man,"$1,826,459","$37,743",2.1%,"$1,788,716",97.9%
619,Mozart's Sister,"$1,824,891","$707,885",38.8%,"$1,117,006",61.2%
620,Paano na kaya,"$1,821,533",-,-,"$1,821,533",100%
621,Bröderna Karlsson,"$1,820,573",-,-,"$1,820,573",100%
622,Hating kapatid,"$1,820,332",-,-,"$1,820,332",100%
623,Varg Veum - Skriften på veggen,"$1,816,022",-,-,"$1,816,022",100%
624,Phoo Chai Lunla,"$1,803,558",-,-,"$1,803,558",100%
625,The Polar Express 2010 IMAX Release,"$1,798,274","$672,796",37.4%,"$1,125,478",62.6%
626,Ondine,"$1,777,019","$550,472",31%,"$1,226,547",69%
627,Evolusi: KL Drift 2,"$1,770,338",-,-,"$1,770,338",100%
628,The Sandman and the Lost Sand of Dreams,"$1,767,918",-,-,"$1,767,918",100%
629,A Boy and His Samurai,"$1,763,791",-,-,"$1,763,791",100%
630,Flipped,"$1,755,212","$1,755,212",100%,-,-
631,Turk's Head,"$1,751,180",-,-,"$1,751,180",100%
632,The Priest,"$1,741,065",-,-,"$1,741,065",100%
633,Eep! 2010 Re-release,"$1,737,357",-,-,"$1,737,357",100%
634,For the Good of Others,"$1,701,921",-,-,"$1,701,921",100%
635,Tekken,"$1,697,207",-,-,"$1,697,207",100%
636,Saranae hen phi,"$1,694,232",-,-,"$1,694,232",100%
637,All Good Things 2010 Re-release,"$1,689,646","$582,024",34.4%,"$1,107,622",65.6%
638,Tomme tønner,"$1,683,895",-,-,"$1,683,895",100%
639,Bo,"$1,675,160",-,-,"$1,675,160",100%
640,Mr. Nice,"$1,673,840",-,-,"$1,673,840",100%
641,Ao: The Last Hunter,"$1,669,603",-,-,"$1,669,603",100%
642,Unthinkable,"$1,669,100",-,-,"$1,669,100",100%
643,Tirza,"$1,666,437",-,-,"$1,666,437",100%
644,Memoirs of a Teenage Amnesiac,"$1,660,886",-,-,"$1,660,886",100%
645,Elias and the Treasure of the Sea,"$1,648,328",-,-,"$1,648,328",100%
646,Het geheim,"$1,646,227",-,-,"$1,646,227",100%
647,Kooky,"$1,643,592",-,-,"$1,643,592",100%
648,Run Sister Run!,"$1,636,669",-,-,"$1,636,669",100%
649,Just Another Pandora's Box,"$1,616,705",-,-,"$1,616,705",100%
650,Iron Lord,"$1,612,861",-,-,"$1,612,861",100%
651,"Bruc, the Manhunt","$1,584,719",-,-,"$1,584,719",100%
652,Brother,"$1,579,248",-,-,"$1,579,248",100%
653,Echte Wiener 2 - Die Deppat'n und die Gspritzt'n,"$1,578,791",-,-,"$1,578,791",100%
654,GlassTiger 3,"$1,566,800",-,-,"$1,566,800",100%
655,Rinco's Restaurant,"$1,563,234",-,-,"$1,563,234",100%
656,Magic Journey to Africa,"$1,557,590",-,-,"$1,557,590",100%
657,Zhaimer,"$1,557,368",-,-,"$1,557,368",100%
658,Karla & Jonas,"$1,556,917",-,-,"$1,556,917",100%
659,Vay Arkadas,"$1,550,505",-,-,"$1,550,505",100%
660,Asal,"$1,546,838",-,-,"$1,546,838",100%
661,Triple Tap,"$1,533,527",-,-,"$1,533,527",100%
662,Pelle Politibil går i vannet,"$1,524,396",-,-,"$1,524,396",100%
663,Black Venus,"$1,514,245",-,-,"$1,514,245",100%
664,Dumas,"$1,507,205",-,-,"$1,507,205",100%
665,A Tibetan Love Song,"$1,504,560",-,-,"$1,504,560",100%
666,Klub schastya,"$1,490,155",-,-,"$1,490,155",100%
667,Singam,"$1,484,464",-,-,"$1,484,464",100%
668,4.3.2.1.,"$1,477,582",-,-,"$1,477,582",100%
669,Stan Helsing,"$1,475,003",-,-,"$1,475,003",100%
670,Messengers 2: The Scarecrow,"$1,470,299",-,-,"$1,470,299",100%
671,Glukhar v kino,"$1,467,643",-,-,"$1,467,643",100%
672,Okan no yomeiri,"$1,455,939",-,-,"$1,455,939",100%
673,The Other Woman,"$1,451,343","$25,423",1.8%,"$1,425,920",98.2%
674,Khelein Hum Jee Jaan Sey,"$1,450,514",-,-,"$1,450,514",100%
675,The City of Your Final Destination,"$1,444,401","$493,296",34.2%,"$951,105",65.8%
676,Gangsterboys,"$1,441,099",-,-,"$1,441,099",100%
677,13 Semester,"$1,437,224",-,-,"$1,437,224",100%
678,In Your Eyes,"$1,436,836",-,-,"$1,436,836",100%
679,Restrepo,"$1,436,391","$1,330,894",92.7%,"$105,497",7.3%
680,Regresa,"$1,427,256",-,-,"$1,427,256",100%
681,Ay Lav Yu,"$1,422,457",-,-,"$1,422,457",100%
682,Kommissarie Späck,"$1,421,333",-,-,"$1,421,333",100%
683,The Valdemar Legacy,"$1,417,882",-,-,"$1,417,882",100%
684,Leonie,"$1,397,773",-,-,"$1,397,773",100%
685,Shodô Girls!!,"$1,394,986",-,-,"$1,394,986",100%
686,Yohan - Barnevandrer,"$1,392,847",-,-,"$1,392,847",100%
687,White Material,"$1,392,434","$304,020",21.8%,"$1,088,414",78.2%
688,No et moi,"$1,391,946",-,-,"$1,391,946",100%
689,Poh Tak,"$1,389,571",-,-,"$1,389,571",100%
690,Till My Heartaches End,"$1,386,444",-,-,"$1,386,444",100%
691,Honey,"$1,381,730",-,-,"$1,381,730",100%
692,Smoorverliefd,"$1,368,490",-,-,"$1,368,490",100%
693,A Second Childhood,"$1,367,507",-,-,"$1,367,507",100%
694,Tere Bin Laden,"$1,366,926",-,-,"$1,366,926",100%
695,Bon appétit,"$1,358,896",-,-,"$1,358,896",100%
696,A Ruined House,"$1,358,381",-,-,"$1,358,381",100%
697,Raavan,"$1,356,461","$708,726",52.2%,"$647,735",47.8%
698,Hustlers,"$1,351,732",-,-,"$1,351,732",100%
699,Ice Kacang Puppy Love,"$1,344,496",-,-,"$1,344,496",100%
700,Cinco,"$1,343,554",-,-,"$1,343,554",100%
701,"Moskva, ya lyublyu tebya!","$1,342,584",-,-,"$1,342,584",100%
702,Quill: The Life of a Guide Dog 2010 Re-release,"$1,337,576",-,-,"$1,337,576",100%
703,Ajami,"$1,331,651","$622,403",46.7%,"$709,248",53.3%
704,Break Up Club,"$1,327,201",-,-,"$1,327,201",100%
705,Mother Water,"$1,325,794",-,-,"$1,325,794",100%
706,It's a Wonderful Afterlife,"$1,321,438",-,-,"$1,321,438",100%
707,Festival,"$1,321,413",-,-,"$1,321,413",100%
708,The Man Next Door,"$1,319,924",-,-,"$1,319,924",100%
709,The Little Comedian,"$1,311,519",-,-,"$1,311,519",100%
710,Fred: The Movie,"$1,309,580",-,-,"$1,309,580",100%
711,Beck: Levande begravd,"$1,301,617",-,-,"$1,301,617",100%
712,Boxhagener Platz,"$1,300,406",-,-,"$1,300,406",100%
713,Same Same But Different,"$1,291,356",-,-,"$1,291,356",100%
714,Home for Christmas,"$1,286,825",-,-,"$1,286,825",100%
715,I Spit on Your Grave,"$1,278,650","$93,051",7.3%,"$1,185,599",92.7%
716,Howl,"$1,278,390","$617,334",48.3%,"$661,056",51.7%
717,Michael Jackson Commemorated,"$1,278,263",-,-,"$1,278,263",100%
718,Çakallarla Dans,"$1,277,220",-,-,"$1,277,220",100%
719,An Ordinary Execution,"$1,276,892",-,-,"$1,276,892",100%
720,Zebraman 2: Attack on Zebra City,"$1,270,219",-,-,"$1,270,219",100%
721,Being Human,"$1,269,821",-,-,"$1,269,821",100%
722,Higanjima: Escape from Vampire Island,"$1,269,260",-,-,"$1,269,260",100%
723,Pro lyuboff,"$1,268,793",-,-,"$1,268,793",100%
724,Briefgeheim,"$1,267,723",-,-,"$1,267,723",100%
725,In the Beginning There Was Light,"$1,263,814",-,-,"$1,263,814",100%
726,A Family,"$1,262,623",-,-,"$1,262,623",100%
727,Kidnapper,"$1,256,321",-,-,"$1,256,321",100%
728,Kolysanka,"$1,240,743",-,-,"$1,240,743",100%
729,Track Aduowan,"$1,235,110",-,-,"$1,235,110",100%
730,A Suprema Felicidade,"$1,229,806",-,-,"$1,229,806",100%
731,Omae umasoudana,"$1,216,304",-,-,"$1,216,304",100%
