Rank,Release Group,Worldwide,Domestic,%,Foreign,%
376,The Nest,"$1,232,927","$137,886",11.2%,"$1,095,041",88.8%
377,Baba Yaga: Terror of the Dark Forest,"$1,230,184",-,-,"$1,230,184",100%
378,Mishima: The Last Debate,"$1,229,264",-,-,"$1,229,264",100%
379,Boutchou,"$1,227,428",-,-,"$1,227,428",100%
380,Jaanu,"$1,221,813",-,-,"$1,221,813",100%
381,Golkeri,"$1,219,801",-,-,"$1,219,801",100%
382,Marche avec les loups,"$1,219,228",-,-,"$1,219,228",100%
383,The Final Stand,"$1,218,682",-,-,"$1,218,682",100%
384,Fabrizio De Andrè & PFM - Il concerto ritrovato,"$1,216,390",-,-,"$1,216,390",100%
385,Alla Pugachyova. Tot Samyi Kontsert,"$1,213,396",-,-,"$1,213,396",100%
386,True to the Game 2,"$1,181,823","$1,181,823",100%,-,-
387,Padrenostro,"$1,173,102",-,-,"$1,173,102",100%
388,The Way We Are,"$1,166,324",-,-,"$1,166,324",100%
389,Farewell: Comedy of Life Begins with A Lie,"$1,162,920",-,-,"$1,162,920",100%
390,The Vigil,"$1,158,267","$50,439",4.4%,"$1,107,828",95.6%
391,De Club van Sinterklaas & het Grote Pietenfeest,"$1,151,632",-,-,"$1,151,632",100%
392,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,"$1,150,799",-,-,"$1,150,799",100%
393,Hinatazaka46 Documentary Movie: Debut After 3 Years,"$1,143,074",-,-,"$1,143,074",100%
394,Hope Gap,"$1,136,167","$104,732",9.2%,"$1,031,435",90.8%
395,Summerland,"$1,132,620","$58,498",5.2%,"$1,074,122",94.8%
396,Mother,"$1,123,459",-,-,"$1,123,459",100%
397,"Goodbye, America","$1,123,335",-,-,"$1,123,335",100%
398,Shikara,"$1,109,387",-,-,"$1,109,387",100%
399,Anjaam Pathiraa,"$1,106,211",-,-,"$1,106,211",100%
400,On the Edge,"$1,091,203",-,-,"$1,091,203",100%
401,Bábovky,"$1,089,817",-,-,"$1,089,817",100%
402,Andra sidan,"$1,078,376",-,-,"$1,078,376",100%
403,Chal Mera Putt 2,"$1,070,997","$445,000",41.6%,"$625,997",58.4%
404,Love and Monsters,"$1,070,714","$1,070,714",100%,-,-
405,Selfie,"$1,051,848",-,-,"$1,051,848",100%
406,Becky,"$1,045,873","$1,003,700",96%,"$42,173",4%
407,Adorables,"$1,043,185",-,-,"$1,043,185",100%
408,Love Sarah,"$1,039,214",-,-,"$1,039,214",100%
409,The Last Shift,"$1,035,128","$1,034,467",99.9%,$661,<0.1%
410,Guns Akimbo,"$1,034,769",-,-,"$1,034,769",100%
411,Keep Your Hands Off Eizouken!,"$1,034,117",-,-,"$1,034,117",100%
412,Ask Tesadüfleri Sever 2,"$1,033,730",-,-,"$1,033,730",100%
413,Fjols til Fjells,"$1,031,512",-,-,"$1,031,512",100%
414,Havel,"$1,024,686",-,-,"$1,024,686",100%
415,Legally Declared Dead,"$1,024,495",-,-,"$1,024,495",100%
416,Color Out of Space,"$1,023,510","$765,561",74.8%,"$257,949",25.2%
417,Deeper!,"$1,014,750",-,-,"$1,014,750",100%
418,Dreams 2020 Re-release,"$1,006,954",-,-,"$1,006,954",100%
419,Frozen 2020 Re-release,"$998,659","$215,000",21.5%,"$783,659",78.5%
420,Rundfunk: Jachterwachter,"$995,992",-,-,"$995,992",100%
421,On the Rocks,"$992,103",-,-,"$992,103",100%
422,I'm Livin' It,"$989,423",-,-,"$989,423",100%
423,Babyteeth,"$983,518","$4,507",0.5%,"$979,011",99.5%
424,Ella Bella Bingo,"$982,528",-,-,"$982,528",100%
425,Kruimeltje,"$981,341",-,-,"$981,341",100%
426,Drama Queen,"$972,116",-,-,"$972,116",100%
427,A Childhood 2020 Re-release,"$950,606",-,-,"$950,606",100%
428,The Demon Inside,"$949,386",-,-,"$949,386",100%
429,Tobulas Pasimatymas,"$947,455",-,-,"$947,455",100%
430,At the Dacha,"$944,019",-,-,"$944,019",100%
431,The Ties,"$941,873",-,-,"$941,873",100%
432,Riverdance 25th Anniversary Show,"$932,063","$81,879",8.8%,"$850,184",91.2%
433,Given,"$930,363",-,-,"$930,363",100%
434,The Perilous Internet Ring,"$930,000",-,-,"$930,000",100%
435,Enormous,"$928,576",-,-,"$928,576",100%
436,The Lion King 2020 Re-release,"$927,592",-,-,"$927,592",100%
437,Mad Max: Fury Road 2020 Re-release,"$918,409",-,-,"$918,409",100%
438,The Widow,"$916,556",-,-,"$916,556",100%
439,Beauty and the Beast 2020 Re-release,"$913,399","$467,000",51.1%,"$446,399",48.9%
440,La Foquita: El 10 de la calle,"$912,491",-,-,"$912,491",100%
441,Horizon Line,"$910,944",-,-,"$910,944",100%
442,Possessor,"$909,578","$752,885",82.8%,"$156,693",17.2%
443,Secret × Heroine Phantomirage!: Eiga ni Natte Chodaishimasu,"$899,992",-,-,"$899,992",100%
444,The Grinch 2020 Re-release,"$896,798","$473,781",52.8%,"$423,017",47.2%
445,Night of the Undead,"$890,148",-,-,"$890,148",100%
446,Mafia Inc,"$889,863","$889,863",100%,-,-
447,National Lampoon's Christmas Vacation 2020 Re-release,"$889,500","$871,000",97.9%,"$18,500",2.1%
448,Blithe Spirit,"$887,433","$279,441",31.5%,"$607,992",68.5%
449,Hidden Away,"$882,746",-,-,"$882,746",100%
450,Dwelling in the Fuchun Mountains,"$877,336",-,-,"$877,336",100%
451,The Wishmas Tree,"$867,531",-,-,"$867,531",100%
452,Royal Opera House Live Cinema Season 2019/20: The Sleeping Beauty,"$867,186",-,-,"$867,186",100%
453,Cut Throat City,"$864,928","$855,894",99%,"$9,034",1%
454,Mine de rien,"$864,767",-,-,"$864,767",100%
455,Capone,"$858,281",-,-,"$858,281",100%
456,Buddy Games,"$853,898","$405,904",47.5%,"$447,994",52.5%
457,De Grote Sinterklaasfilm,"$851,503",-,-,"$851,503",100%
458,Sol,"$849,404",$327,<0.1%,"$849,077",100%
459,Endless,"$846,294",-,-,"$846,294",100%
460,One in A Hundred Thousand,"$841,737",-,-,"$841,737",100%
461,A Call to Spy,"$837,900","$159,014",19%,"$678,886",81%
462,Never Too Late,"$825,706",-,-,"$825,706",100%
463,Undine,"$823,241",-,-,"$823,241",100%
464,The Call,"$821,666","$516,521",62.9%,"$305,145",37.1%
465,Importinis jaunikis,"$819,278",-,-,"$819,278",100%
466,Un pays qui se tient sage,"$805,985",-,-,"$805,985",100%
467,The Shining 2020 Re-release (40th Anniversary),"$791,771",-,-,"$791,771",100%
468,The Last Vermeer,"$788,661","$685,380",86.9%,"$103,281",13.1%
469,My Name Is Francesco Totti,"$781,555",-,-,"$781,555",100%
470,Grease 2020 Re-release,"$779,427","$102,000",13.1%,"$677,427",86.9%
471,Diva,"$777,542",-,-,"$777,542",100%
472,Z,"$776,911",-,-,"$776,911",100%
473,Jaws 2020 Re-release,"$773,250","$758,300",98.1%,"$14,950",1.9%
474,A Nice Girl Like You,"$769,234",-,-,"$769,234",100%
475,Bohemian Rhapsody 2020 Re-release,"$766,866","$240,000",31.3%,"$526,866",68.7%
476,Toy Story 2020 Re-release,"$764,172","$727,000",95.1%,"$37,172",4.9%
477,Ammonite,"$763,054","$160,930",21.1%,"$602,124",78.9%
478,Waiting for the Barbarians,"$761,361",-,-,"$761,361",100%
479,Psycho Pass 3: First Inspector,"$757,096",-,-,"$757,096",100%
480,Engel,"$751,834",-,-,"$751,834",100%
481,Adolescents,"$751,655",-,-,"$751,655",100%
482,Perdida,"$750,192",-,-,"$750,192",100%
483,"Monsters, Inc. 2020 Re-release","$726,000","$726,000",100%,-,-
484,Step,"$725,513",-,-,"$725,513",100%
485,Miss,"$725,444",-,-,"$725,444",100%
486,The Santa Clause 2020 Re-release,"$719,342","$706,000",98.1%,"$13,342",1.9%
487,The Addams Family 2020 Re-release,"$716,968","$678,926",94.7%,"$38,042",5.3%
488,J'irai Mourir Dans Les Carpates,"$715,963",-,-,"$715,963",100%
489,The Polar Express 2020 Re-release,"$715,021","$711,000",99.4%,"$4,021",0.6%
490,The Burnt Orange Heresy,"$711,691","$144,201",20.3%,"$567,490",79.7%
491,The Climb,"$711,639","$234,429",32.9%,"$477,210",67.1%
492,Ghostbusters 2020 Re-release,"$706,606","$605,000",85.6%,"$101,606",14.4%
493,Akira 2020 Re-release,"$703,470",-,-,"$703,470",100%
494,Tonkatsu DJ Age-Taro,"$698,683",-,-,"$698,683",100%
495,Patterns of Evidence: The Red Sea Miracle,"$696,191","$696,191",100%,-,-
496,Varane Avashyamund,"$694,187",-,-,"$694,187",100%
497,Cuties,"$692,459",-,-,"$692,459",100%
498,Bon Bini: Judeska in da House,"$690,397",-,-,"$690,397",100%
499,Pixie,"$688,519",-,-,"$688,519",100%
500,Black Panther 2020 Re-release,"$684,812","$367,000",53.6%,"$317,812",46.4%
501,Into the World,"$672,729",-,-,"$672,729",100%
502,Four Kids and It,"$672,438",-,-,"$672,438",100%
503,My Prince Edward,"$667,735",-,-,"$667,735",100%
504,The Assent,"$666,086",-,-,"$666,086",100%
505,Black Water: Abyss,"$658,110",-,-,"$658,110",100%
506,Locos de Amor 3,"$657,239",-,-,"$657,239",100%
507,Alone,"$651,445","$537,589",82.5%,"$113,856",17.5%
508,"Love, Weddings & Other Disasters","$649,033",-,-,"$649,033",100%
509,Besser Welt als Nie,"$647,588",-,-,"$647,588",100%
510,461 Lunch Boxes,"$647,074",-,-,"$647,074",100%
511,Odin vdokh,"$644,262",-,-,"$644,262",100%
512,Herons,"$638,984",-,-,"$638,984",100%
513,Force of Nature,"$638,221",-,-,"$638,221",100%
514,Ala Vaikunthapurramuloo,"$631,683",-,-,"$631,683",100%
515,Mermaid in Paris,"$630,987","$1,988",0.3%,"$628,999",99.7%
516,David Attenborough: A Life on Our Planet,"$627,209",-,-,"$627,209",100%
517,Nurse 3D 2020 Re-release,"$626,386",-,-,"$626,386",100%
518,Space Dogs: Tropical Adventure,"$624,859",-,-,"$624,859",100%
519,Laxmii,"$623,913",-,-,"$623,913",100%
520,Dianas bryllup,"$619,621",-,-,"$619,621",100%
521,V siti 18+,"$616,422",-,-,"$616,422",100%
522,The Secrets We Keep,"$615,113","$207,928",33.8%,"$407,185",66.2%
523,Sisters: The Summer We Found Our Superpowers,"$614,622",-,-,"$614,622",100%
524,Stevie Nicks 24 Karat Gold the Concert,"$613,612","$410,265",66.9%,"$203,347",33.1%
525,"Sí, Mi Amor","$613,049",-,-,"$613,049",100%
526,High School Fleet the Movie,"$609,346",-,-,"$609,346",100%
527,Rocks,"$598,859",-,-,"$598,859",100%
528,Rifkin's Festival,"$591,465",-,-,"$591,465",100%
529,Seberg,"$590,837","$434,702",73.6%,"$156,135",26.4%
530,Shortcut,"$588,869","$588,869",100%,-,-
531,The Owners,"$583,134",-,-,"$583,134",100%
532,Inmate Zero,"$581,583",-,-,"$581,583",100%
533,The Superdeep,"$580,409",-,-,"$580,409",100%
534,Hypnosis,"$580,049",-,-,"$580,049",100%
535,Patlabor: The Movie,"$578,959",-,-,"$578,959",100%
536,Dance of the 41,"$578,919",-,-,"$578,919",100%
537,Guardians of the Galaxy 2020 Re-release,"$573,547","$542,000",94.5%,"$31,547",5.5%
538,Baby Done,"$565,602",-,-,"$565,602",100%
539,Christmas at Cattle Hill,"$564,401",-,-,"$564,401",100%
540,Woman,"$555,073",-,-,"$555,073",100%
541,Egg,"$554,295",-,-,"$554,295",100%
542,"Josee, the Tiger and the Fish 2020 Re-release","$552,832",-,-,"$552,832",100%
543,Back to the Future 2020 Re-release,"$552,473","$247,000",44.7%,"$305,473",55.3%
544,Followed,"$548,608","$538,179",98.1%,"$10,429",1.9%
545,Trai Tim Quai Vat,"$548,175",-,-,"$548,175",100%
546,The Singer 2020 Re-release,"$546,017",-,-,"$546,017",100%
547,Suriname,"$544,343",-,-,"$544,343",100%
548,The Case of the Dead Deadman,"$541,723",-,-,"$541,723",100%
549,Gledelig jul,"$541,549",-,-,"$541,549",100%
550,André Rieu: Magical Maastricht,"$539,780",-,-,"$539,780",100%
551,Tell Me When,"$539,584",-,-,"$539,584",100%
552,Once Were Brothers: Robbie Robertson and the Band,"$536,534","$449,561",83.8%,"$86,973",16.2%
553,Corazón ardiente,"$535,425",-,-,"$535,425",100%
554,Fatima,"$528,785",-,-,"$528,785",100%
555,Monster Zone,"$527,803",-,-,"$527,803",100%
556,Hello Again 2020 Re-release,"$524,810",-,-,"$524,810",100%
557,Go Karts,"$520,191",-,-,"$520,191",100%
558,Miss Marx,"$515,838",-,-,"$515,838",100%
559,The Big Ugly,"$515,399","$514,107",99.7%,"$1,292",0.3%
560,Banksters,"$513,740",-,-,"$513,740",100%
561,The Thief of Baghdad,"$512,990",-,-,"$512,990",100%
562,Kaptan Pengu ve Arkadaslari,"$512,960",-,-,"$512,960",100%
563,Miniforce: Deeno the King of Dinosaurs,"$512,169",-,-,"$512,169",100%
564,The Forgotten Carols,"$502,252","$502,252",100%,-,-
565,Spell,"$500,104","$500,104",100%,-,-
566,An American Pickle,"$499,649",-,-,"$499,649",100%
567,This Town,"$497,248",-,-,"$497,248",100%
568,23 Walks,"$496,672",-,-,"$496,672",100%
569,A Son,"$494,542",-,-,"$494,542",100%
570,The Lord of the Rings: The Fellowship of the Ring 2020 Re-release,"$492,266","$166,000",33.7%,"$326,266",66.3%
571,Trance,"$490,855",-,-,"$490,855",100%
572,The Macaluso Sisters,"$488,984",-,-,"$488,984",100%
573,2001: A Space Odyssey 2020 Re-release,"$488,272",-,-,"$488,272",100%
574,A Christmas Gift from Bob,"$485,169",-,-,"$485,169",100%
575,Dirt Music,"$483,445",-,-,"$483,445",100%
576,"Te quiero, imbécil","$482,113",-,-,"$482,113",100%
577,Magic Arch 3D,"$473,377",-,-,"$473,377",100%
578,The Painter and the Thief,"$468,983",-,-,"$468,983",100%
579,True History of the Kelly Gang,"$467,198","$33,817",7.2%,"$433,381",92.8%
580,Tribute to Heroes,"$461,427",-,-,"$461,427",100%
581,Inside Out 2020 Re-release,"$460,176","$460,000",100%,$176,<0.1%
582,Tesla,"$457,687","$93,147",20.4%,"$364,540",79.6%
583,Wonder Woman 2020 Re-release,"$456,493","$252,000",55.2%,"$204,493",44.8%
584,A Spice for Life,"$456,206",-,-,"$456,206",100%
585,Enchanted Feather,"$452,513",-,-,"$452,513",100%
586,Burden,"$450,189","$139,270",30.9%,"$310,919",69.1%
587,Behind You,"$449,724",-,-,"$449,724",100%
588,The Greatest Showman 2020 Re-release,"$447,797",-,-,"$447,797",100%
589,Zaklete pirko,"$445,004",-,-,"$445,004",100%
590,Don't Listen,"$443,458",-,-,"$443,458",100%
591,The Last Fishing Trip,"$442,701",-,-,"$442,701",100%
592,Lockdown all'italiana,"$440,786",-,-,"$440,786",100%
593,Cuidado con lo que deseas,"$438,748",-,-,"$438,748",100%
594,CatVideoFest 2020,"$437,625","$437,625",100%,-,-
595,Vivarium,"$434,030",-,-,"$434,030",100%
596,Iron Man 2020 Re-release,"$430,000","$430,000",100%,-,-
597,"Chien Pourri, la vie à Paris!","$429,793",-,-,"$429,793",100%
598,Infamous,"$429,148","$429,148",100%,-,-
599,You Came Back,"$425,813",-,-,"$425,813",100%
600,Sky Tour: The Movie,"$425,427",-,-,"$425,427",100%
601,Thou Shalt Not Hate,"$425,244",-,-,"$425,244",100%
602,Dreamchild,"$425,047",-,-,"$425,047",100%
603,Die Hard 2020 Re-release,"$423,221","$325,000",76.8%,"$98,221",23.2%
604,Dragevokteren,"$422,456",-,-,"$422,456",100%
605,The Dark and the Wicked,"$422,174","$157,252",37.2%,"$264,922",62.8%
606,SIX60: Till the Lights Go Out,"$421,163",-,-,"$421,163",100%
607,The Jack in the Box,"$420,315",-,-,"$420,315",100%
608,The Ghoul: Horror At The Howling Field,"$414,862",-,-,"$414,862",100%
609,Whiplash 2020 Re-release,"$414,706",-,-,"$414,706",100%
610,Jai Mummy Di,"$413,764",-,-,"$413,764",100%
611,Tulsa,"$413,378","$413,378",100%,-,-
612,Zengo,"$409,418",-,-,"$409,418",100%
613,Songbird,"$409,321",-,-,"$409,321",100%
614,Your Eyes on Me,"$405,856",-,-,"$405,856",100%
615,Think Like a Dog,"$404,438",-,-,"$404,438",100%
616,Mio's Cookbook,"$399,142",-,-,"$399,142",100%
617,She Dies Tomorrow,"$398,663","$398,663",100%,-,-
618,Mark of the Devil,"$396,624",-,-,"$396,624",100%
619,Fierce,"$389,978",-,-,"$389,978",100%
620,La mia banda suona il pop,"$389,470",-,-,"$389,470",100%
621,Sul più bello,"$388,737",-,-,"$388,737",100%
622,I Am Woman,"$384,551",-,-,"$384,551",100%
623,The Stolen Princess 2020 Re-release,"$383,116",-,-,"$383,116",100%
624,Alle utlendinger har lukka gardiner,"$382,459",-,-,"$382,459",100%
625,Twilight's Kiss,"$379,273",-,-,"$379,273",100%
626,Dreamkatcher,"$375,836",-,-,"$375,836",100%
627,Servant,"$375,252",-,-,"$375,252",100%
628,Cinema Paradiso 2020 Re-release,"$373,967",-,-,"$373,967",100%
629,Irresistible,"$371,962",-,-,"$371,962",100%
630,The Banger,"$370,388",-,-,"$370,388",100%
631,V Síti: Za Skolou,"$369,226",-,-,"$369,226",100%
632,El Club de los Idealistas,"$368,991",-,-,"$368,991",100%
633,The Kid Detective,"$367,890","$364,138",99%,"$3,752",1%
634,Yellow Rose,"$367,849","$367,849",100%,-,-
635,Burraco fatale,"$367,655",-,-,"$367,655",100%
636,"Fafner In The Azure The Beyond Episodes 7, 8 And 9","$367,582",-,-,"$367,582",100%
637,Adam,"$363,793",-,-,"$363,793",100%
638,Budapest Heist,"$362,921",-,-,"$362,921",100%
639,Princess Lost in Time,"$361,028",-,-,"$361,028",100%
640,Tsoi,"$360,648",-,-,"$360,648",100%
641,Buladó,"$359,807",-,-,"$359,807",100%
642,Working Girls,"$355,614",-,-,"$355,614",100%
643,"Yalda, a Night for Forgivness","$354,395",-,-,"$354,395",100%
644,The Bridge Curse,"$352,336",-,-,"$352,336",100%
645,Lethal Kittens,"$350,515",-,-,"$350,515",100%
646,Michael Ball & Alfie Boe Back Together,"$348,660",-,-,"$348,660",100%
647,Sizeless Love,"$345,904",-,-,"$345,904",100%
648,Ghosts of War,"$345,289",-,-,"$345,289",100%
649,Stestí je krásná vec,"$344,395",-,-,"$344,395",100%
650,Pekel'na Khorugva Abo Rizdvo Kozatske,"$343,199",-,-,"$343,199",100%
651,Sputnik,"$342,490","$18,853",5.5%,"$323,637",94.5%
652,About Endlessness,"$340,471",-,-,"$340,471",100%
653,Slim & I,"$333,432",-,-,"$333,432",100%
654,Host,"$332,673",-,-,"$332,673",100%
655,"Paolo Conte, via con me","$330,052",-,-,"$330,052",100%
656,The Legend of 1900 2020 Re-release,"$328,821",-,-,"$328,821",100%
657,Masha and the Bear: Bolshoe puteshestvie,"$326,179",-,-,"$326,179",100%
658,Invisible Evidence,"$324,791",-,-,"$324,791",100%
659,Memento 2020 Re-release,"$323,982",-,-,"$323,982",100%
660,Azmah Maliah,"$323,017",-,-,"$323,017",100%
661,Do You Love Me As I Love You,"$322,594",-,-,"$322,594",100%
662,The Self Portrait,"$322,339",-,-,"$322,339",100%
663,Against the Devil,"$321,551",-,-,"$321,551",100%
664,Dreamland,"$312,052",-,-,"$312,052",100%
665,Krasotka!,"$309,966",-,-,"$309,966",100%
666,Attila,"$303,997",-,-,"$303,997",100%
667,Inheritance,"$303,408",-,-,"$303,408",100%
668,The Night Clerk,"$302,127",-,-,"$302,127",100%
669,And Tomorrow the Entire World,"$302,101",-,-,"$302,101",100%
670,Doctor Lisa,"$301,186",-,-,"$301,186",100%
671,Save Yourselves!,"$301,162","$301,162",100%,-,-
672,Never Rarely Sometimes Always,"$299,588","$16,565",5.5%,"$283,023",94.5%
673,Gremlins 2020 Re-release,"$299,113","$295,000",98.6%,"$4,113",1.4%
674,Freies Land,"$297,983",-,-,"$297,983",100%
675,Deliver Us from Evil 2020 Final Cut,"$295,107",-,-,"$295,107",100%
676,La Llorona,"$294,404",-,-,"$294,404",100%
677,Shinigami: The Death Handler,"$294,271",-,-,"$294,271",100%
678,An Irrepressible Woman,"$294,102",-,-,"$294,102",100%
679,Resistance,"$292,888","$7,464",2.5%,"$285,424",97.5%
680,Romantic Road,"$292,399",-,-,"$292,399",100%
681,Death of Me,"$292,271",-,-,"$292,271",100%
682,Jackie & Oopjen,"$291,632",-,-,"$291,632",100%
683,Awoken,"$291,390",-,-,"$291,390",100%
684,Citizens of the World,"$287,545",-,-,"$287,545",100%
685,In My Blood It Runs,"$287,354",-,-,"$287,354",100%
686,Zenská pomsta,"$287,350",-,-,"$287,350",100%
687,Calamity Jane,"$287,349",-,-,"$287,349",100%
688,Troe,"$284,356",-,-,"$284,356",100%
689,Trash,"$284,200",-,-,"$284,200",100%
690,Six Minutes to Midnight,"$283,301","$102,085",36%,"$181,216",64%
691,Sufna,"$283,196",-,-,"$283,196",100%
692,Created Equal: Clarence Thomas in His Own Words,"$282,149","$282,149",100%,-,-
693,Listen,"$281,807",-,-,"$281,807",100%
694,The Bee Gees: How Can You Mend a Broken Heart,"$280,367",-,-,"$280,367",100%
695,The Silence of the Marsh,"$279,983",-,-,"$279,983",100%
696,Divorzio a Las Vegas,"$277,151",-,-,"$277,151",100%
697,Eyes on Me: The Movie,"$275,799",-,-,"$275,799",100%
698,Swallow,"$274,259","$33,419",12.2%,"$240,840",87.8%
699,Lux Æterna,"$273,546",-,-,"$273,546",100%
700,I Am Greta,"$273,088",-,-,"$273,088",100%
701,Love Actually 2020 Re-release,"$271,401",-,-,"$271,401",100%
702,Forensic,"$269,095",-,-,"$269,095",100%
703,Weekend with Pops,"$268,737",-,-,"$268,737",100%
704,An American in Paris 2020 Re-release,"$267,824","$267,824",100%,-,-
705,Lingering,"$265,265",-,-,"$265,265",100%
706,Baseball Girl,"$261,841",-,-,"$261,841",100%
707,The Doorman,"$259,883",-,-,"$259,883",100%
708,Modelar,"$259,621",-,-,"$259,621",100%
709,Heaven,"$259,323","$259,323",100%,-,-
710,Shirley,"$258,736",-,-,"$258,736",100%
711,Berlin Alexanderplatz,"$257,901",-,-,"$257,901",100%
712,Amma Hófí,"$257,430",-,-,"$257,430",100%
713,The Muppet Christmas Carol 2020 Re-release,"$255,064","$100,000",39.2%,"$155,064",60.8%
714,Tarapaty 2,"$253,263",-,-,"$253,263",100%
715,Dirty Dancing,"$252,688",-,-,"$252,688",100%
716,Deception 2020 Re-release,"$252,039",-,-,"$252,039",100%
717,Viddana,"$251,997",-,-,"$251,997",100%
718,Hacked,"$246,996",-,-,"$246,996",100%
719,Harry Potter and the Deathly Hallows: Part 2 2020 Re-release,"$246,044",-,-,"$246,044",100%
720,La Liga de los 5,"$244,743",-,-,"$244,743",100%
721,Low Season,"$244,704",-,-,"$244,704",100%
722,Rogue,"$242,884",-,-,"$242,884",100%
723,Archive,"$242,195","$139,593",57.6%,"$102,602",42.4%
724,The Trip to Greece,"$240,165","$8,340",3.5%,"$231,825",96.5%
725,The Lord of the Rings: The Return of the King 2020 Re-release,"$237,586",-,-,"$237,586",100%
726,Tokyo Godfathers 2020 Re-release,"$237,571","$237,571",100%,-,-
727,Jungle Beat: The Movie,"$237,312",-,-,"$237,312",100%
728,Star Wars: Episode IV - A New Hope 2020 Re-release,"$237,148",-,-,"$237,148",100%
729,Felicità,"$236,880",-,-,"$236,880",100%
730,Blind Eyes Opened,"$234,505","$234,505",100%,-,-
731,Tempos,"$233,968",-,-,"$233,968",100%
732,Alva Og Regnbuedragen,"$233,397",-,-,"$233,397",100%
733,Narcissus and Goldmund,"$233,325",-,-,"$233,325",100%
734,U311 Cherkasy,"$233,284",-,-,"$233,284",100%
735,The Room 2020 Re-release,"$233,166",-,-,"$233,166",100%
736,Toei Manga Matsuri 2020,"$231,148",-,-,"$231,148",100%
737,Star Wars: Episode VII - The Force Awakens 2020 Re-release,"$230,509",-,-,"$230,509",100%
738,David Byrne's American Utopia,"$229,731",-,-,"$229,731",100%
739,Wolfwalkers,"$229,041",-,-,"$229,041",100%
740,Doctor Who Live Q&A And Screening,"$228,615","$228,615",100%,-,-
741,Big Brother,"$228,014",-,-,"$228,014",100%
742,Sahane Hayaller,"$226,809",-,-,"$226,809",100%
743,Tootsies & the Fake,"$224,766",-,-,"$224,766",100%
744,Reshala. Nulevye,"$224,764",-,-,"$224,764",100%
745,Deadpool 2020 Re-release,"$224,636",-,-,"$224,636",100%
746,Survive the Night,"$220,371",-,-,"$220,371",100%
747,Lucky Chan-sil,"$219,623",-,-,"$219,623",100%
748,Star Wars: Episode VI - Return of the Jedi 2020 Re-release,"$217,664",-,-,"$217,664",100%
749,Eléonore,"$217,529",-,-,"$217,529",100%
750,Dogtooth 2020 Re-release,"$216,591",-,-,"$216,591",100%
751,The Wolf of Snow Hollow,"$212,161","$185,026",87.2%,"$27,135",12.8%
752,Vergeet my nie,"$210,386",-,-,"$210,386",100%
753,Two of Us,"$208,723","$5,495",2.6%,"$203,228",97.4%
754,Furious 7 2020 Re-release,"$207,951",-,-,"$207,951",100%
755,The Whaler Boy,"$207,853",-,-,"$207,853",100%
756,Feel the Beat,"$207,678",-,-,"$207,678",100%
757,Vernacular plan,"$207,276",-,-,"$207,276",100%
758,The Terminator,"$204,360",-,-,"$204,360",100%
759,My Days of Glory,"$204,055",-,-,"$204,055",100%
760,Bad Tales,"$202,560",-,-,"$202,560",100%
761,In the Name of Love,"$202,474",-,-,"$202,474",100%
762,Billie,"$201,200",-,-,"$201,200",100%
763,Suraj Pe Mangal Bhari,"$200,802",-,-,"$200,802",100%
764,Uncle Vanya,"$199,461",-,-,"$199,461",100%
765,Oeconomia,"$198,158",-,-,"$198,158",100%
766,Czysciec,"$197,496",-,-,"$197,496",100%
767,Batman Begins 2020 Re-release,"$195,729",-,-,"$195,729",100%
768,Agir Romantik,"$193,612",-,-,"$193,612",100%
769,Meky,"$192,381",-,-,"$192,381",100%
770,Ottolenghi and the Cakes of Versailles,"$191,092","$4,962",2.6%,"$186,130",97.4%
771,We Summon the Darkness,"$190,760","$60,794",31.9%,"$129,966",68.1%
772,The Silent Forest,"$190,404",-,-,"$190,404",100%
773,The Doors: Break On Thru - A Celebration Of Ray Manzarek,"$190,160","$190,160",100%,-,-
774,The Hero Battle,"$190,035",-,-,"$190,035",100%
775,Deadly Illusions,"$188,864",-,-,"$188,864",100%
776,The Predators,"$188,464",-,-,"$188,464",100%
777,Captain Marvel 2020 Re-release,"$188,178",-,-,"$188,178",100%
778,Beating Heart,"$187,953",-,-,"$187,953",100%
779,The Prom,"$187,430",-,-,"$187,430",100%
780,Sea Fever,"$185,447",-,-,"$185,447",100%
781,Alien 2020 Re-release,"$184,354","$135,000",73.2%,"$49,354",26.8%
782,Blade Runner 2020 Re-release,"$184,264",-,-,"$184,264",100%
783,Lucky Grandma,"$183,561","$102,000",55.6%,"$81,561",44.4%
784,The Postcard Killings,"$181,415",-,-,"$181,415",100%
785,White Riot,"$177,308",-,-,"$177,308",100%
786,The Booksellers,"$177,306","$25,694",14.5%,"$151,612",85.5%
787,Classic Again,"$175,027",-,-,"$175,027",100%
788,Rassegna Cinematografica,"$174,464",-,-,"$174,464",100%
789,Hola pravda,"$174,204",-,-,"$174,204",100%
790,Night Ride,"$173,798",-,-,"$173,798",100%
791,Get Out 2020 Re-release,"$173,743",-,-,"$173,743",100%
792,The Warden,"$173,274",-,-,"$173,274",100%
793,The Silencing,"$170,653","$100,746",59%,"$69,907",41%
794,Wonder 2020 Re-release,"$169,130",-,-,"$169,130",100%
795,Idiot Prayer,"$168,842",-,-,"$168,842",100%
796,The Godfather: Part III 2020 Re-release,"$168,246","$95,330",56.7%,"$72,916",43.3%
797,Blue Hour,"$166,334",-,-,"$166,334",100%
